attendance_id,student_id,class_id,attendance_date,status
4736,4551,7,2024-10-27 05:22:44.920710,Present
4737,2164,12,2024-11-01 05:22:44.920715,Present
4738,2756,4,2024-10-16 05:22:44.920719,Present
4739,4038,8,2024-10-22 05:22:44.920724,Present
4740,4567,8,2024-10-29 05:22:44.920728,Present
4741,4917,9,2024-10-08 05:22:44.920733,Absent
4742,4268,5,2024-10-30 05:22:44.920737,Absent
4743,2490,2,2024-10-10 05:22:44.920742,Absent
4744,4038,4,2024-10-21 05:22:44.920747,Present
4745,225,8,2024-10-30 05:22:44.920751,Present
4746,1016,8,2024-10-10 05:22:44.920755,Present
4747,534,10,2024-10-26 05:22:44.920760,Present
4748,3997,10,2024-10-24 05:22:44.920764,Absent
4749,4401,1,2024-10-26 05:22:44.920769,Absent
4750,197,8,2024-10-29 05:22:44.920773,Absent
4751,2485,9,2024-10-14 05:22:44.920778,Absent
4752,4687,12,2024-10-21 05:22:44.920782,Absent
4753,306,10,2024-10-23 05:22:44.920787,Present
4754,4059,7,2024-10-31 05:22:44.920791,Absent
4755,71,10,2024-10-21 05:22:44.920796,Absent
4756,4462,1,2024-10-21 05:22:44.920800,Absent
4757,30,1,2024-10-11 05:22:44.920805,Absent
4758,2117,10,2024-10-13 05:22:44.920809,Absent
4759,2693,2,2024-10-13 05:22:44.920813,Absent
4760,3829,1,2024-10-17 05:22:44.920818,Absent
4761,2096,9,2024-10-05 05:22:44.920822,Present
4762,4793,10,2024-10-18 05:22:44.920827,Absent
4763,3668,11,2024-10-31 05:22:44.920831,Present
4764,3774,12,2024-10-05 05:22:44.920835,Absent
4765,297,12,2024-10-10 05:22:44.920840,Present
4766,580,2,2024-10-27 05:22:44.920845,Absent
4767,4118,5,2024-11-03 05:22:44.920849,Present
4768,2865,3,2024-10-16 05:22:44.920853,Absent
4769,1646,8,2024-10-30 05:22:44.920858,Absent
4770,51,12,2024-10-31 05:22:44.920862,Present
4771,3547,6,2024-10-30 05:22:44.920866,Absent
4772,3254,12,2024-10-21 05:22:44.920871,Present
4773,2943,8,2024-10-11 05:22:44.920907,Present
4774,689,11,2024-10-17 05:22:44.920914,Present
4775,2688,5,2024-10-29 05:22:44.920919,Present
4776,2163,10,2024-10-16 05:22:44.920923,Present
4777,4052,5,2024-10-28 05:22:44.920931,Absent
4778,2575,5,2024-10-14 05:22:44.920935,Present
4779,1026,10,2024-10-10 05:22:44.920939,Absent
4780,3422,8,2024-10-29 05:22:44.920944,Present
4781,2930,2,2024-10-22 05:22:44.920948,Absent
4782,748,9,2024-10-08 05:22:44.920953,Present
4783,803,2,2024-10-20 05:22:44.920957,Absent
4784,4521,1,2024-10-16 05:22:44.920961,Absent
4785,3755,4,2024-10-29 05:22:44.920966,Absent
4786,2164,10,2024-10-29 05:22:44.920970,Absent
4787,2658,4,2024-10-22 05:22:44.920974,Present
4788,756,6,2024-10-18 05:22:44.920979,Absent
4789,3150,4,2024-10-18 05:22:44.920983,Present
4790,3656,1,2024-10-29 05:22:44.920987,Absent
4791,88,1,2024-10-08 05:22:44.920991,Absent
4792,1138,4,2024-10-18 05:22:44.920996,Present
4793,3036,5,2024-10-09 05:22:44.921000,Absent
4794,4620,9,2024-10-26 05:22:44.921005,Present
4795,3912,11,2024-10-28 05:22:44.921009,Absent
4796,3657,8,2024-10-10 05:22:44.921014,Present
4797,3779,3,2024-10-10 05:22:44.921018,Absent
4798,4737,9,2024-10-30 05:22:44.921022,Present
4799,1503,10,2024-10-16 05:22:44.921027,Absent
4800,147,9,2024-10-27 05:22:44.921031,Absent
4801,2568,9,2024-10-26 05:22:44.921036,Present
4802,2132,1,2024-10-13 05:22:44.921040,Absent
4803,2570,1,2024-10-07 05:22:44.921045,Absent
4804,945,8,2024-10-26 05:22:44.921049,Present
4805,1525,12,2024-10-27 05:22:44.921053,Present
4806,3349,8,2024-10-21 05:22:44.921057,Absent
4807,3821,4,2024-10-06 05:22:44.921062,Absent
4808,774,1,2024-10-05 05:22:44.921066,Absent
4809,2077,5,2024-10-28 05:22:44.921071,Present
4810,968,3,2024-11-01 05:22:44.921075,Present
4811,36,1,2024-10-22 05:22:44.921080,Absent
4812,3511,7,2024-10-10 05:22:44.921084,Present
4813,4186,2,2024-11-03 05:22:44.921088,Present
4814,2909,10,2024-10-25 05:22:44.921093,Present
4815,4259,10,2024-11-03 05:22:44.921097,Absent
4816,1988,6,2024-10-09 05:22:44.921102,Absent
4817,2735,6,2024-10-08 05:22:44.921106,Present
4818,3274,2,2024-10-08 05:22:44.921110,Present
4819,4271,10,2024-11-02 05:22:44.921115,Present
4820,3228,8,2024-10-27 05:22:44.921119,Present
4821,4733,2,2024-10-20 05:22:44.921124,Present
4822,1829,1,2024-10-20 05:22:44.921128,Present
4823,2715,9,2024-10-12 05:22:44.921133,Absent
4824,4395,12,2024-11-01 05:22:44.921137,Absent
4825,3095,9,2024-10-22 05:22:44.921141,Absent
4826,2867,5,2024-10-12 05:22:44.921146,Present
4827,1926,5,2024-10-08 05:22:44.921151,Absent
4828,4376,4,2024-10-29 05:22:44.921156,Absent
4829,1816,8,2024-10-21 05:22:44.921160,Present
4830,3807,8,2024-10-28 05:22:44.921165,Absent
4831,2302,2,2024-10-07 05:22:44.921170,Absent
4832,1928,5,2024-10-28 05:22:44.921174,Absent
4833,1326,6,2024-10-17 05:22:44.921178,Absent
4834,3286,2,2024-10-27 05:22:44.921182,Absent
4835,2132,9,2024-10-28 05:22:44.921187,Present
4836,4235,9,2024-10-25 05:22:44.921237,Absent
4837,4095,5,2024-10-27 05:22:44.921242,Absent
4838,4616,5,2024-10-14 05:22:44.921247,Absent
4839,1803,8,2024-10-07 05:22:44.921251,Present
4840,2145,7,2024-10-25 05:22:44.921256,Present
4841,4416,5,2024-10-15 05:22:44.921260,Absent
4842,2847,4,2024-10-07 05:22:44.921264,Absent
4843,4200,3,2024-11-02 05:22:44.921268,Absent
4844,2993,4,2024-10-22 05:22:44.921272,Absent
4845,3097,5,2024-10-27 05:22:44.921276,Absent
4846,1559,9,2024-10-28 05:22:44.921280,Absent
4847,4581,2,2024-10-14 05:22:44.921283,Present
4848,4508,12,2024-10-28 05:22:44.921288,Absent
4849,2256,5,2024-10-21 05:22:44.921292,Present
4850,1263,4,2024-10-13 05:22:44.921295,Absent
4851,4430,7,2024-11-02 05:22:44.921299,Present
4852,402,10,2024-10-13 05:22:44.921303,Absent
4853,3987,9,2024-10-16 05:22:44.921308,Absent
4854,2959,11,2024-11-01 05:22:44.921311,Present
4855,1387,3,2024-10-29 05:22:44.921316,Absent
4856,2732,5,2024-10-17 05:22:44.921321,Present
4857,2254,8,2024-10-15 05:22:44.921325,Absent
4858,2906,12,2024-10-17 05:22:44.921329,Absent
4859,3293,7,2024-10-18 05:22:44.921334,Present
4860,4238,6,2024-11-02 05:22:44.921338,Present
4861,1288,4,2024-10-21 05:22:44.921342,Absent
4862,3831,7,2024-10-10 05:22:44.921346,Present
4863,2893,12,2024-10-28 05:22:44.921350,Present
4864,1573,4,2024-10-31 05:22:44.921355,Absent
4865,4025,2,2024-10-25 05:22:44.921359,Present
4866,4393,2,2024-10-21 05:22:44.921363,Present
4867,3084,1,2024-10-19 05:22:44.921368,Absent
4868,3066,7,2024-10-29 05:22:44.921372,Absent
4869,2268,2,2024-10-09 05:22:44.921377,Present
4870,933,2,2024-10-13 05:22:44.921381,Absent
4871,2934,4,2024-11-02 05:22:44.921386,Absent
4872,845,1,2024-10-11 05:22:44.921390,Absent
4873,3395,10,2024-10-30 05:22:44.921395,Present
4874,4064,2,2024-10-10 05:22:44.921399,Present
4875,2166,7,2024-10-17 05:22:44.921404,Absent
4876,2446,1,2024-10-29 05:22:44.921408,Absent
4877,2579,12,2024-10-14 05:22:44.921414,Present
4878,691,11,2024-10-08 05:22:44.921418,Present
4879,4325,7,2024-10-30 05:22:44.921422,Absent
4880,1535,12,2024-10-05 05:22:44.921426,Absent
4881,4577,6,2024-11-01 05:22:44.921431,Present
4882,3678,11,2024-10-20 05:22:44.921435,Absent
4883,4423,1,2024-10-15 05:22:44.921439,Absent
4884,2570,4,2024-10-26 05:22:44.921443,Present
4885,578,8,2024-10-23 05:22:44.921447,Absent
4886,4225,10,2024-10-31 05:22:44.921451,Present
4887,2803,3,2024-11-03 05:22:44.921456,Absent
4888,4431,2,2024-10-15 05:22:44.921460,Absent
4889,924,12,2024-10-14 05:22:44.921465,Absent
4890,3218,7,2024-10-25 05:22:44.921470,Present
4891,3161,11,2024-10-12 05:22:44.921474,Present
4892,4354,2,2024-11-02 05:22:44.921479,Present
4893,3466,4,2024-10-10 05:22:44.921483,Present
4894,4995,7,2024-11-03 05:22:44.921487,Present
4895,4413,12,2024-10-23 05:22:44.921492,Present
4896,241,3,2024-10-29 05:22:44.921497,Present
4897,2069,4,2024-10-10 05:22:44.921501,Absent
4898,3860,7,2024-10-14 05:22:44.921505,Absent
4899,3372,12,2024-11-02 05:22:44.921510,Absent
4900,3434,5,2024-10-24 05:22:44.921515,Present
4901,1323,6,2024-10-14 05:22:44.921519,Absent
4902,4841,4,2024-10-28 05:22:44.921523,Present
4903,2216,3,2024-10-24 05:22:44.921528,Absent
4904,3027,11,2024-10-22 05:22:44.921532,Present
4905,2663,5,2024-10-12 05:22:44.921537,Absent
4906,1482,3,2024-10-22 05:22:44.921542,Absent
4907,2342,7,2024-10-05 05:22:44.921546,Present
4908,2506,3,2024-10-22 05:22:44.921550,Absent
4909,4546,8,2024-10-24 05:22:44.921555,Present
4910,2278,11,2024-11-01 05:22:44.921559,Absent
4911,254,11,2024-10-26 05:22:44.921564,Absent
4912,3426,6,2024-10-12 05:22:44.921568,Present
4913,2401,2,2024-10-13 05:22:44.921573,Absent
4914,2126,5,2024-10-13 05:22:44.921577,Absent
4915,636,6,2024-11-01 05:22:44.921582,Present
4916,2330,7,2024-10-23 05:22:44.921586,Absent
4917,4056,7,2024-10-26 05:22:44.921590,Present
4918,2791,4,2024-10-18 05:22:44.921595,Present
4919,1410,4,2024-10-23 05:22:44.921599,Absent
4920,22,2,2024-10-26 05:22:44.921603,Present
4921,3941,5,2024-10-06 05:22:44.921608,Present
4922,72,12,2024-10-10 05:22:44.921612,Present
4923,3500,11,2024-10-17 05:22:44.921616,Present
4924,1507,10,2024-10-24 05:22:44.921621,Present
4925,1971,5,2024-10-19 05:22:44.921625,Present
4926,2068,3,2024-10-30 05:22:44.921629,Absent
4927,871,1,2024-10-10 05:22:44.921635,Absent
4928,2377,10,2024-11-01 05:22:44.921639,Absent
4929,1856,9,2024-10-22 05:22:44.921644,Present
4930,197,5,2024-10-05 05:22:44.921648,Absent
4931,738,11,2024-11-03 05:22:44.921653,Present
4932,2326,8,2024-11-02 05:22:44.921657,Absent
4933,828,7,2024-10-20 05:22:44.921661,Present
4934,2831,5,2024-10-23 05:22:44.921665,Present
4935,3910,9,2024-10-18 05:22:44.921670,Present
4936,2489,10,2024-10-14 05:22:44.921674,Present
4937,4541,6,2024-10-09 05:22:44.921679,Present
4938,2338,6,2024-10-11 05:22:44.921684,Present
4939,4945,7,2024-10-21 05:22:44.921688,Absent
4940,4444,8,2024-10-24 05:22:44.921692,Present
4941,1923,6,2024-10-21 05:22:44.921697,Absent
4942,1704,3,2024-10-24 05:22:44.921701,Absent
4943,1066,7,2024-10-31 05:22:44.921706,Present
4944,4775,5,2024-10-19 05:22:44.921710,Present
4945,2598,8,2024-10-20 05:22:44.921715,Absent
4946,4443,1,2024-10-18 05:22:44.921719,Present
4947,915,12,2024-10-30 05:22:44.921724,Absent
4948,4289,3,2024-10-14 05:22:44.921728,Present
4949,1223,6,2024-10-31 05:22:44.921733,Present
4950,4348,7,2024-10-10 05:22:44.921737,Present
4951,1707,1,2024-10-27 05:22:44.921741,Absent
4952,963,9,2024-10-23 05:22:44.921746,Absent
4953,220,9,2024-10-15 05:22:44.921750,Absent
4954,3969,10,2024-10-10 05:22:44.921755,Present
4955,4073,4,2024-10-26 05:22:44.921759,Absent
4956,2286,7,2024-11-02 05:22:44.921764,Absent
4957,4828,2,2024-10-10 05:22:44.921768,Absent
4958,4879,8,2024-10-16 05:22:44.921772,Absent
4959,333,2,2024-10-10 05:22:44.921777,Present
4960,1998,7,2024-10-06 05:22:44.921781,Absent
4961,692,6,2024-11-01 05:22:44.921786,Absent
4962,4937,7,2024-10-09 05:22:44.921790,Present
4963,1625,11,2024-10-10 05:22:44.921795,Present
4964,3067,12,2024-10-19 05:22:44.921799,Present
4965,4224,8,2024-10-08 05:22:44.921803,Absent
4966,4920,7,2024-10-21 05:22:44.921808,Present
4967,2253,7,2024-10-21 05:22:44.921812,Absent
4968,1279,7,2024-10-30 05:22:44.921817,Present
4969,4946,6,2024-10-22 05:22:44.921821,Absent
4970,254,3,2024-10-23 05:22:44.921826,Present
4971,4649,9,2024-10-08 05:22:44.921830,Present
4972,2581,6,2024-10-21 05:22:44.921834,Absent
4973,1750,1,2024-11-02 05:22:44.921839,Absent
4974,2271,4,2024-10-08 05:22:44.921843,Absent
4975,3954,6,2024-10-06 05:22:44.921848,Present
4976,2820,6,2024-11-01 05:22:44.921852,Present
4977,1990,10,2024-10-30 05:22:44.921857,Present
4978,1317,4,2024-10-30 05:22:44.921861,Absent
4979,3520,7,2024-10-12 05:22:44.921866,Present
4980,2111,10,2024-10-19 05:22:44.921870,Absent
4981,1283,4,2024-10-31 05:22:44.921875,Present
4982,1505,6,2024-10-14 05:22:44.921879,Present
4983,3574,9,2024-10-09 05:22:44.921883,Absent
4984,2189,11,2024-10-17 05:22:44.921888,Present
4985,4895,10,2024-11-01 05:22:44.921892,Absent
4986,1859,12,2024-10-29 05:22:44.921897,Present
4987,4869,9,2024-10-19 05:22:44.921901,Absent
4988,4015,12,2024-10-09 05:22:44.921906,Absent
4989,2735,1,2024-10-24 05:22:44.921911,Present
4990,267,3,2024-10-07 05:22:44.921915,Absent
4991,2354,10,2024-10-09 05:22:44.921920,Absent
4992,1407,7,2024-11-02 05:22:44.921924,Present
4993,1806,7,2024-10-22 05:22:44.921928,Present
4994,4609,3,2024-10-18 05:22:44.921932,Absent
4995,3284,9,2024-10-20 05:22:44.921937,Absent
4996,1919,12,2024-10-30 05:22:44.921941,Present
4997,946,2,2024-10-09 05:22:44.921945,Absent
4998,2727,7,2024-10-17 05:22:44.921949,Absent
4999,1508,9,2024-10-11 05:22:44.921953,Present
5000,858,2,2024-10-28 05:22:44.921958,Absent
5001,1939,5,2024-11-01 05:22:44.921962,Absent
5002,4277,10,2024-10-31 05:22:44.921966,Absent
5003,167,4,2024-10-14 05:22:44.921970,Absent
5004,2154,6,2024-10-12 05:22:44.921975,Present
5005,355,7,2024-10-18 05:22:44.921980,Absent
5006,4857,8,2024-11-01 05:22:44.921984,Absent
5007,3427,1,2024-10-11 05:22:44.921989,Present
5008,4223,1,2024-10-27 05:22:44.921994,Absent
5009,4884,8,2024-11-02 05:22:44.921998,Absent
5010,2112,10,2024-10-07 05:22:44.922003,Present
5011,2533,4,2024-10-28 05:22:44.922008,Absent
5012,1886,2,2024-10-28 05:22:44.922012,Absent
5013,3831,3,2024-10-19 05:22:44.922017,Present
5014,4012,9,2024-10-29 05:22:44.922022,Absent
5015,4524,9,2024-10-13 05:22:44.922026,Present
5016,3574,5,2024-10-17 05:22:44.922031,Present
5017,4446,6,2024-10-30 05:22:44.922035,Present
5018,4507,4,2024-10-23 05:22:44.922040,Present
5019,4314,12,2024-10-27 05:22:44.922044,Absent
5020,3200,1,2024-10-22 05:22:44.922049,Absent
5021,4279,9,2024-10-30 05:22:44.922053,Present
5022,2776,5,2024-10-09 05:22:44.922058,Absent
5023,1014,12,2024-10-05 05:22:44.922062,Present
5024,2376,3,2024-11-03 05:22:44.922066,Present
5025,1624,2,2024-10-29 05:22:44.922071,Present
5026,1636,9,2024-10-06 05:22:44.922076,Present
5027,557,9,2024-10-12 05:22:44.922084,Present
5028,1139,9,2024-10-23 05:22:44.922088,Present
5029,3349,9,2024-10-18 05:22:44.922092,Absent
5030,4730,3,2024-10-16 05:22:44.922096,Absent
5031,2742,2,2024-11-01 05:22:44.922101,Absent
5032,4040,11,2024-10-31 05:22:44.922106,Absent
5033,1788,4,2024-10-14 05:22:44.922111,Present
5034,3540,11,2024-10-28 05:22:44.922115,Present
5035,1518,3,2024-10-21 05:22:44.922120,Present
5036,3842,10,2024-10-21 05:22:44.922125,Absent
5037,3335,9,2024-10-18 05:22:44.922130,Absent
5038,1585,1,2024-10-14 05:22:44.922135,Absent
5039,4851,11,2024-10-17 05:22:44.922140,Present
5040,319,4,2024-10-09 05:22:44.922144,Absent
5041,214,5,2024-11-02 05:22:44.922149,Absent
5042,165,2,2024-10-05 05:22:44.922154,Present
5043,4544,9,2024-10-19 05:22:44.922158,Present
5044,1385,5,2024-10-17 05:22:44.922163,Present
5045,883,3,2024-10-07 05:22:44.922168,Absent
5046,4853,9,2024-10-12 05:22:44.922172,Absent
5047,1072,4,2024-10-09 05:22:44.922177,Absent
5048,1502,7,2024-10-15 05:22:44.922181,Absent
5049,4337,4,2024-10-07 05:22:44.922186,Present
5050,3168,5,2024-11-03 05:22:44.922191,Absent
5051,1678,10,2024-10-13 05:22:44.922195,Absent
5052,3300,10,2024-10-19 05:22:44.922200,Absent
5053,4326,5,2024-11-02 05:22:44.922204,Absent
5054,3751,4,2024-10-06 05:22:44.922209,Absent
5055,16,6,2024-11-03 05:22:44.922214,Present
5056,81,9,2024-10-06 05:22:44.922218,Present
5057,1566,7,2024-11-02 05:22:44.922223,Present
5058,4680,11,2024-11-03 05:22:44.922228,Absent
5059,1388,3,2024-10-08 05:22:44.922233,Present
5060,1102,2,2024-10-11 05:22:44.922237,Present
5061,4202,10,2024-10-29 05:22:44.922242,Present
5062,4293,8,2024-10-24 05:22:44.922247,Present
5063,3817,8,2024-10-14 05:22:44.922252,Absent
5064,4140,11,2024-10-08 05:22:44.922257,Present
5065,1613,12,2024-10-09 05:22:44.922261,Absent
5066,3248,6,2024-10-22 05:22:44.922266,Absent
5067,532,9,2024-10-17 05:22:44.922326,Present
5068,4780,9,2024-10-20 05:22:44.922331,Present
5069,849,1,2024-10-09 05:22:44.922336,Absent
5070,1467,5,2024-10-31 05:22:44.922341,Present
5071,3125,12,2024-10-26 05:22:44.922345,Present
5072,1439,5,2024-10-08 05:22:44.922350,Absent
5073,1573,9,2024-11-03 05:22:44.922354,Present
5074,4589,4,2024-10-12 05:22:44.922359,Present
5075,1788,11,2024-10-08 05:22:44.922364,Absent
5076,3116,4,2024-11-02 05:22:44.922369,Absent
5077,78,3,2024-10-26 05:22:44.922375,Present
5078,1963,4,2024-10-18 05:22:44.922379,Present
5079,1318,2,2024-11-03 05:22:44.922385,Absent
5080,2116,3,2024-10-16 05:22:44.922390,Absent
5081,1893,2,2024-10-09 05:22:44.922394,Present
5082,4428,4,2024-11-02 05:22:44.922399,Absent
5083,2138,8,2024-10-16 05:22:44.922404,Absent
5084,3181,5,2024-10-22 05:22:44.922409,Present
5085,181,8,2024-10-09 05:22:44.922414,Present
5086,4436,6,2024-10-24 05:22:44.922418,Absent
5087,1223,11,2024-10-26 05:22:44.922423,Present
5088,1221,1,2024-10-07 05:22:44.922427,Absent
5089,13,4,2024-10-11 05:22:44.922432,Absent
5090,3318,2,2024-10-31 05:22:44.922437,Absent
5091,4580,5,2024-10-31 05:22:44.922441,Absent
5092,944,11,2024-10-30 05:22:44.922446,Absent
5093,2295,7,2024-11-01 05:22:44.922451,Absent
5094,1905,5,2024-10-13 05:22:44.922455,Absent
5095,4102,4,2024-11-02 05:22:44.922460,Absent
5096,3238,9,2024-10-08 05:22:44.922464,Present
5097,4288,11,2024-10-08 05:22:44.922469,Absent
5098,1735,8,2024-10-11 05:22:44.922473,Present
5099,1782,12,2024-11-02 05:22:44.922478,Present
5100,2958,1,2024-10-09 05:22:44.922483,Absent
5101,984,9,2024-10-23 05:22:44.922488,Absent
5102,2079,3,2024-10-10 05:22:44.922493,Present
5103,3998,2,2024-10-25 05:22:44.922509,Present
5104,2911,4,2024-11-03 05:22:44.922514,Absent
5105,2888,11,2024-11-01 05:22:44.922519,Present
5106,1024,8,2024-10-30 05:22:44.922523,Present
5107,3160,3,2024-10-28 05:22:44.922528,Present
5108,196,9,2024-11-03 05:22:44.922532,Absent
5109,1194,2,2024-10-17 05:22:44.922537,Absent
5110,1213,9,2024-10-11 05:22:44.922542,Absent
5111,2290,3,2024-11-01 05:22:44.922546,Absent
5112,3154,8,2024-10-12 05:22:44.922551,Absent
5113,951,2,2024-10-07 05:22:44.922555,Absent
5114,1512,6,2024-10-25 05:22:44.922560,Present
5115,4533,9,2024-10-21 05:22:44.922565,Present
5116,3619,5,2024-11-01 05:22:44.922569,Present
5117,4175,11,2024-11-02 05:22:44.922574,Absent
5118,2863,1,2024-10-08 05:22:44.922579,Absent
5119,3012,2,2024-10-06 05:22:44.922584,Present
5120,3085,9,2024-10-30 05:22:44.922589,Absent
5121,3799,4,2024-10-12 05:22:44.922594,Absent
5122,4168,5,2024-10-12 05:22:44.922599,Present
5123,833,2,2024-10-12 05:22:44.922604,Absent
5124,354,10,2024-10-11 05:22:44.922609,Present
5125,1050,6,2024-11-01 05:22:44.922614,Absent
5126,3965,1,2024-10-21 05:22:44.922618,Present
5127,4999,10,2024-10-08 05:22:44.922623,Present
5128,2647,1,2024-10-31 05:22:44.922628,Absent
5129,3146,1,2024-10-17 05:22:44.922633,Absent
5130,4038,12,2024-10-23 05:22:44.922637,Absent
5131,587,7,2024-10-21 05:22:44.922642,Absent
5132,2747,7,2024-10-28 05:22:44.922646,Present
5133,2900,11,2024-10-28 05:22:44.922651,Present
5134,4259,1,2024-10-12 05:22:44.922656,Present
5135,2456,9,2024-10-19 05:22:44.922661,Present
5136,3747,8,2024-10-25 05:22:44.922665,Absent
5137,4670,10,2024-10-22 05:22:44.922670,Absent
5138,1807,12,2024-10-25 05:22:44.922675,Present
5139,4795,3,2024-10-09 05:22:44.922680,Present
5140,1459,12,2024-10-22 05:22:44.922685,Present
5141,1831,7,2024-10-12 05:22:44.922689,Present
5142,118,8,2024-10-09 05:22:44.922695,Absent
5143,4223,6,2024-11-02 05:22:44.922699,Absent
5144,1538,10,2024-10-16 05:22:44.922704,Present
5145,2890,11,2024-10-07 05:22:44.922709,Present
5146,4725,12,2024-10-28 05:22:44.922714,Absent
5147,1885,4,2024-10-11 05:22:44.922719,Present
5148,11,3,2024-10-30 05:22:44.922724,Absent
5149,2923,5,2024-10-09 05:22:44.922729,Present
5150,4286,10,2024-10-13 05:22:44.922733,Absent
5151,3436,8,2024-10-25 05:22:44.922738,Present
5152,4024,2,2024-10-27 05:22:44.922742,Present
5153,1729,2,2024-10-16 05:22:44.922747,Present
5154,3784,7,2024-10-24 05:22:44.922751,Absent
5155,810,3,2024-10-25 05:22:44.922755,Present
5156,4554,6,2024-10-23 05:22:44.922760,Present
5157,3654,12,2024-10-27 05:22:44.922765,Absent
5158,883,5,2024-10-31 05:22:44.922769,Present
5159,1766,8,2024-10-22 05:22:44.922774,Present
5160,3181,1,2024-10-28 05:22:44.922778,Present
5161,3124,11,2024-11-01 05:22:44.922783,Present
5162,1309,1,2024-10-05 05:22:44.922787,Present
5163,526,8,2024-11-03 05:22:44.922792,Absent
5164,804,6,2024-10-29 05:22:44.922797,Absent
5165,2093,8,2024-10-28 05:22:44.922802,Present
5166,3122,2,2024-10-19 05:22:44.922807,Absent
5167,4198,3,2024-10-22 05:22:44.922812,Present
5168,2378,8,2024-11-03 05:22:44.922817,Absent
5169,2622,12,2024-10-29 05:22:44.922821,Present
5170,1991,9,2024-10-13 05:22:44.922826,Present
5171,4649,7,2024-11-03 05:22:44.922831,Absent
5172,4575,5,2024-11-01 05:22:44.922836,Present
5173,3250,2,2024-10-22 05:22:44.922841,Absent
5174,776,9,2024-10-27 05:22:44.922846,Absent
5175,3486,6,2024-10-10 05:22:44.922851,Present
5176,2260,11,2024-11-01 05:22:44.922855,Present
5177,3305,6,2024-10-14 05:22:44.922860,Absent
5178,1941,6,2024-10-19 05:22:44.922865,Absent
5179,2137,3,2024-10-17 05:22:44.922869,Present
5180,2176,2,2024-11-01 05:22:44.922874,Present
5181,4057,12,2024-10-25 05:22:44.922879,Absent
5182,1290,11,2024-10-06 05:22:44.922883,Absent
5183,1712,3,2024-10-16 05:22:44.922888,Absent
5184,522,2,2024-10-08 05:22:44.922892,Present
5185,936,7,2024-10-14 05:22:44.922897,Absent
5186,1655,7,2024-10-11 05:22:44.922902,Absent
5187,883,11,2024-10-29 05:22:44.922907,Present
5188,2087,10,2024-10-15 05:22:44.922911,Absent
5189,2691,9,2024-10-25 05:22:44.922916,Absent
5190,2777,11,2024-10-27 05:22:44.922921,Absent
5191,1463,7,2024-10-31 05:22:44.922926,Present
5192,3264,12,2024-10-08 05:22:44.922931,Absent
5193,2729,3,2024-10-22 05:22:44.922936,Present
5194,930,5,2024-10-18 05:22:44.922941,Present
5195,2840,11,2024-11-03 05:22:44.922946,Absent
5196,2156,8,2024-10-25 05:22:44.922951,Absent
5197,4004,9,2024-10-13 05:22:44.922955,Absent
5198,4179,9,2024-10-29 05:22:44.922960,Present
5199,3624,1,2024-10-10 05:22:44.922965,Present
5200,2807,3,2024-10-20 05:22:44.922969,Present
5201,3733,2,2024-10-23 05:22:44.922974,Present
5202,836,11,2024-10-26 05:22:44.922978,Absent
5203,405,12,2024-10-06 05:22:44.922983,Present
5204,4929,11,2024-10-20 05:22:44.922987,Absent
5205,2553,11,2024-10-11 05:22:44.922992,Absent
5206,4624,6,2024-11-02 05:22:44.922997,Absent
5207,323,7,2024-10-10 05:22:44.923001,Present
5208,96,2,2024-11-02 05:22:44.923007,Absent
5209,233,10,2024-10-16 05:22:44.923011,Present
5210,1885,1,2024-10-22 05:22:44.923016,Absent
5211,650,3,2024-10-07 05:22:44.923021,Absent
5212,4030,2,2024-10-19 05:22:44.923026,Present
5213,4551,6,2024-10-26 05:22:44.923031,Absent
5214,2354,10,2024-10-28 05:22:44.923036,Present
5215,4901,12,2024-10-20 05:22:44.923041,Absent
5216,1291,4,2024-10-18 05:22:44.923045,Absent
5217,4315,7,2024-10-18 05:22:44.923050,Absent
5218,155,5,2024-10-18 05:22:44.923055,Absent
5219,1047,3,2024-10-12 05:22:44.923059,Absent
5220,2174,5,2024-10-23 05:22:44.923064,Absent
5221,3192,4,2024-10-15 05:22:44.923069,Present
5222,2209,7,2024-10-06 05:22:44.923073,Absent
5223,4387,10,2024-10-09 05:22:44.923078,Absent
5224,3586,3,2024-10-11 05:22:44.923083,Absent
5225,4730,1,2024-10-31 05:22:44.923087,Absent
5226,4199,5,2024-10-22 05:22:44.923091,Absent
5227,230,6,2024-11-02 05:22:44.923097,Absent
5228,1548,7,2024-10-12 05:22:44.923102,Absent
5229,1221,4,2024-10-12 05:22:44.923107,Absent
5230,1597,10,2024-10-17 05:22:44.923113,Absent
5231,2781,8,2024-10-29 05:22:44.923118,Absent
5232,1512,5,2024-10-19 05:22:44.923123,Present
5233,1432,9,2024-10-08 05:22:44.923128,Present
5234,4269,7,2024-10-06 05:22:44.923133,Absent
5235,2521,11,2024-10-28 05:22:44.923138,Present
5236,4962,4,2024-10-24 05:22:44.923143,Present
5237,171,3,2024-10-12 05:22:44.923147,Absent
5238,935,4,2024-10-31 05:22:44.923152,Absent
5239,772,12,2024-10-07 05:22:44.923157,Absent
5240,3675,6,2024-10-17 05:22:44.923162,Absent
5241,3892,6,2024-10-18 05:22:44.923166,Absent
5242,3957,2,2024-10-14 05:22:44.923171,Absent
5243,163,12,2024-10-30 05:22:44.923175,Present
5244,1472,5,2024-10-05 05:22:44.923180,Present
5245,4815,9,2024-10-18 05:22:44.923184,Absent
